Id,LotArea,LotConfig,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,CentralAir,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,SalePrice
724,8172,0,0,2,4,6,1954,1972,0,0,1,1,0,1,0,0,941,0,0,997,473,0,0,2,0,4,1,1,7,0,1,1958,1,548,0,0,0,0,0,156,0,5,2008,0,0,135000
725,13286,0,0,1,9,5,2007,2008,1,0,6,6,0,2,0,0,1698,0,0,1698,0,1,0,2,0,3,1,2,8,1,0,2007,3,768,0,327,64,0,0,0,0,2,2009,0,0,320000
726,6960,0,0,1,4,6,1970,1970,0,0,3,4,1,1,0,0,864,0,0,864,0,0,0,1,0,3,1,0,5,0,1,1989,2,660,0,96,0,0,0,0,0,11,2009,0,0,120500
727,21695,2,0,1,6,9,1988,2007,1,0,2,4,1,0,0,0,880,0,0,1680,0,1,0,2,0,3,1,0,5,1,0,1988,2,540,0,292,44,0,182,0,0,12,2009,0,0,222000
728,7314,0,0,1,7,5,2007,2007,0,0,0,0,0,0,0,3,1232,0,0,1232,0,1,0,2,0,2,1,0,6,0,0,2007,2,632,0,132,0,0,0,0,0,2,2009,0,0,194500
729,11475,2,2,1,5,5,1958,1958,0,0,0,0,1,1,0,0,1584,0,0,1776,0,1,0,2,0,4,2,1,9,0,1,1968,3,888,0,0,25,0,0,0,0,7,2009,2,1,110000
730,6240,0,0,2,4,5,1925,1950,0,0,1,1,1,1,0,0,780,0,0,848,0,0,0,1,0,2,1,1,5,0,1,1962,2,539,0,0,23,112,0,0,0,1,2009,0,0,103000
731,5389,0,3,1,8,5,1995,1996,0,0,6,6,0,0,0,0,1595,0,0,1616,0,1,0,2,0,2,1,0,5,1,0,1995,2,608,0,237,152,0,0,0,0,3,2010,0,0,236500
732,9590,2,0,5,7,5,2003,2003,0,0,0,0,0,2,0,3,868,0,0,1146,0,1,0,2,0,3,1,0,6,1,0,2003,2,438,0,160,22,0,0,0,0,5,2007,0,0,187500
733,11404,0,0,0,7,5,1998,1999,0,0,0,0,0,0,0,3,1153,0,0,1153,878,0,0,2,1,3,1,0,8,1,0,1998,2,541,0,192,84,0,0,0,0,7,2008,0,0,222500
734,10000,2,0,1,5,6,1961,1983,1,0,3,3,1,1,0,0,864,0,0,1144,0,1,0,1,0,3,1,1,6,1,0,1961,1,264,0,165,0,0,0,0,0,3,2009,0,0,131400
735,8978,2,0,1,5,5,1968,1968,0,0,7,4,0,1,0,0,948,0,0,948,0,0,0,1,0,3,1,1,6,0,0,1968,1,300,0,147,0,0,0,0,0,5,2007,0,5,108000
736,10800,0,0,6,7,7,1914,1970,0,0,2,5,2,0,0,2,880,1,1,880,888,0,0,1,1,2,1,1,6,2,1,1914,2,320,1,0,341,0,0,0,0,10,2006,0,0,163000
737,8544,0,2,1,3,4,1950,1950,0,0,9,13,1,3,2,4,0,0,1,1040,0,0,0,2,0,2,2,1,6,0,1,1949,2,400,0,0,0,0,0,0,0,7,2006,0,0,93500
738,10463,3,0,0,8,5,2005,2005,0,0,0,0,0,0,0,0,893,0,0,901,900,0,0,2,1,3,1,0,8,1,0,2005,3,800,0,0,116,0,0,0,0,6,2006,0,0,239900
739,10800,0,2,1,5,5,1987,1988,0,0,7,4,1,0,1,1,1200,0,0,1200,0,3,0,3,0,3,1,1,5,0,4,NA,0,0,0,120,0,0,0,0,0,3,2009,0,4,179000
740,9313,0,0,0,7,5,2004,2004,0,0,0,0,0,0,0,0,864,0,0,864,864,0,0,2,1,3,1,0,7,0,0,2004,2,572,0,187,56,0,0,0,0,4,2009,0,0,190000
741,9600,0,0,0,5,7,1910,2002,0,0,2,2,2,4,3,0,264,0,0,768,664,0,0,2,0,2,1,1,7,0,1,1910,2,360,0,270,0,112,0,0,0,5,2007,0,1,132000
742,6768,0,0,1,6,8,1961,1996,1,0,3,3,1,1,0,2,912,0,0,912,0,1,1,1,0,3,1,0,5,0,1,1962,1,288,0,168,0,0,0,0,0,5,2008,0,0,142000
743,8450,0,0,1,7,5,2000,2001,0,0,0,0,0,0,0,0,1349,0,0,1349,0,0,0,2,0,3,1,1,6,0,0,2000,2,539,0,120,55,0,0,0,0,12,2007,0,0,179000
744,12886,0,0,5,5,6,1963,1999,0,0,3,3,1,0,0,3,520,0,0,1464,0,0,1,2,0,3,1,1,6,1,0,1997,2,480,0,302,0,0,0,100,0,10,2009,0,0,175000
745,5395,0,3,1,8,5,1993,1993,0,0,3,3,0,0,0,0,1337,0,0,1337,0,1,0,2,0,2,1,0,5,1,0,1993,2,462,0,96,0,70,168,0,0,10,2008,0,0,180000
746,8963,0,0,0,8,9,1976,1996,1,0,0,0,1,1,1,0,1142,0,0,1175,1540,0,1,3,1,4,1,0,11,2,2,1994,2,831,0,0,204,0,0,0,0,7,2008,0,0,299800
747,8795,0,0,0,7,5,2000,2000,0,0,0,0,0,0,0,0,952,0,0,980,1276,0,0,2,1,4,1,0,8,1,2,2000,2,554,0,224,54,0,0,0,0,4,2009,0,0,236000
748,11700,2,0,0,7,7,1880,2003,3,0,9,8,5,1,3,0,1240,1,1,1320,1320,0,0,1,1,4,1,0,8,1,1,1950,4,864,1,181,0,386,0,0,0,5,2009,0,0,265979
749,10593,0,0,1,7,5,1996,1996,1,0,0,0,0,0,0,0,1720,0,0,1720,0,1,0,2,0,3,1,0,7,1,0,1996,2,527,0,240,56,154,0,0,0,3,2010,0,0,260400
750,8405,0,0,2,4,3,1945,1950,0,0,5,2,4,3,2,4,0,3,1,1088,441,0,0,2,0,4,1,1,9,0,1,1945,1,240,1,92,0,185,0,0,0,4,2009,0,0,98000
751,8800,2,0,2,4,7,1910,2004,0,0,2,5,2,1,3,0,576,0,0,792,348,0,0,1,0,3,1,1,7,0,4,NA,0,0,1,0,160,0,0,0,0,6,2010,0,0,96500
752,7750,0,0,0,7,5,2003,2003,0,0,0,0,0,0,0,0,660,0,0,660,660,0,0,2,1,3,1,0,6,0,0,2003,2,400,0,0,48,0,0,0,0,8,2007,0,0,162000
753,9236,0,0,1,6,5,1997,1997,0,0,0,0,0,0,0,1,1479,0,0,1494,0,1,0,2,0,3,1,0,6,0,0,1997,2,576,0,168,27,0,0,0,0,7,2006,0,0,217000
754,10240,0,0,0,8,5,2005,2005,0,0,0,0,0,0,0,2,1030,0,0,1038,1060,0,0,2,1,3,1,2,8,1,0,2005,3,878,0,192,52,0,0,0,0,3,2006,0,0,275500
755,7930,0,0,1,6,8,1969,2005,0,0,7,4,1,1,0,0,1026,0,0,1026,0,1,0,1,0,3,1,0,5,0,1,1969,2,440,0,171,48,0,0,0,0,7,2009,0,0,156000
756,3230,0,3,0,6,5,1999,1999,0,0,1,1,0,0,0,0,729,0,0,742,729,0,0,2,1,3,1,1,6,0,1,1999,2,440,0,0,24,0,0,0,0,3,2009,0,0,172500
757,10769,0,0,0,8,5,2007,2007,0,0,0,0,0,0,0,3,866,0,0,866,902,0,0,2,1,3,1,0,7,0,0,2007,2,578,0,144,105,0,0,0,0,4,2009,0,0,212000
758,11616,3,0,0,6,5,1978,1978,1,0,3,3,1,1,0,2,672,0,0,672,714,0,0,2,1,3,1,1,6,1,0,1978,2,440,0,335,0,0,0,0,0,4,2010,0,1,158900
759,2280,0,4,0,7,5,1999,1999,0,0,1,1,0,0,0,0,744,0,0,757,744,0,0,2,1,3,1,1,6,0,1,1999,2,440,0,0,0,0,0,0,0,8,2008,0,0,179400
760,12257,0,0,0,8,5,1995,1995,0,0,0,0,0,0,0,3,1318,0,0,1328,1203,0,0,2,1,4,1,0,9,1,0,1995,3,752,0,222,98,0,0,0,0,11,2007,0,0,290000
761,9100,0,0,1,6,6,1959,1959,1,0,2,5,1,1,0,0,864,0,0,864,0,0,0,1,0,2,1,1,5,0,1,2008,1,300,0,0,0,0,0,0,0,10,2009,0,0,127500
762,6911,1,0,1,5,5,1924,1950,0,0,2,5,0,1,0,2,1145,0,0,1301,0,0,0,1,0,2,1,3,5,0,1,1965,2,440,0,0,0,0,0,0,0,10,2009,0,0,100000
763,8640,0,0,0,7,5,2009,2009,0,0,0,0,0,0,0,2,756,0,0,764,783,0,0,2,1,3,1,0,7,0,0,2009,2,614,0,169,45,0,0,0,0,6,2010,7,0,215200
764,9430,0,0,0,8,5,1999,1999,0,0,0,0,0,0,0,2,1252,0,0,1268,1097,1,0,2,1,3,1,0,8,1,0,1999,3,856,0,0,128,0,0,180,0,7,2009,0,0,337000
765,9549,3,3,1,8,5,1995,1996,1,0,4,7,0,0,1,3,1494,0,0,1494,0,1,0,1,1,2,1,2,6,1,0,1995,2,481,0,0,30,0,0,216,0,4,2006,0,0,270000
766,14587,0,0,1,9,5,2008,2008,0,0,0,0,0,0,0,0,1498,0,0,1506,0,0,0,2,0,2,1,2,6,1,0,2008,2,592,0,0,174,0,0,0,0,8,2008,1,2,264132
767,10421,0,0,0,7,5,1988,1988,0,0,3,3,1,0,0,0,980,0,0,980,734,0,0,2,1,3,1,1,7,1,0,1988,2,496,0,228,66,156,0,0,0,3,2010,0,0,196500
768,12508,0,0,2,6,7,1940,1985,0,0,0,0,1,0,0,2,983,0,0,983,767,1,0,2,0,4,1,1,7,0,0,1989,1,423,0,245,0,156,0,0,0,7,2008,0,0,160000
769,9100,0,0,1,7,5,2004,2005,1,0,0,0,0,0,0,0,1860,0,0,1836,0,0,0,2,0,3,1,0,8,1,0,2004,2,484,0,120,33,0,0,0,0,10,2006,0,0,216837
770,53504,3,0,0,8,5,2003,2003,1,0,6,2,0,0,0,1,1650,0,0,1690,1589,1,0,3,1,4,1,2,12,1,2,2003,3,841,0,503,36,0,0,210,0,6,2010,0,0,538000
771,7252,3,0,4,5,5,1982,1982,1,0,2,5,1,0,0,3,858,0,0,858,0,1,0,1,0,2,1,1,5,0,1,1983,2,576,0,120,0,0,0,0,0,4,2009,0,0,134900
772,8877,0,0,1,4,5,1951,1951,0,0,2,5,1,4,3,0,836,0,0,1220,0,0,0,1,0,2,1,1,6,0,1,1951,2,396,0,0,0,0,0,0,0,4,2006,2,0,102000
773,7819,0,0,5,6,5,1976,1976,0,0,7,4,1,1,0,3,1029,0,0,1117,0,1,0,1,0,3,1,1,6,1,1,1976,2,672,0,144,0,0,0,0,0,3,2010,0,1,107000
774,10150,0,0,1,5,5,1958,1958,0,0,2,5,1,1,0,0,912,0,0,912,0,0,0,1,0,2,1,1,5,0,0,1958,1,275,0,0,0,0,0,0,0,7,2007,2,0,114500
775,14226,2,0,1,8,5,2006,2006,1,0,0,0,0,0,0,3,1935,0,0,1973,0,0,0,2,0,3,1,0,9,1,0,2006,3,895,0,315,45,0,0,0,0,7,2007,1,2,395000
776,4500,1,3,1,6,5,1998,1998,1,0,0,0,0,2,0,0,1204,0,0,1204,0,1,0,2,0,2,1,1,5,0,0,1998,2,412,0,0,247,0,0,0,0,6,2009,0,0,162000
777,11210,0,0,1,7,5,2005,2006,0,0,0,0,0,0,0,3,1614,0,0,1614,0,0,0,2,0,3,1,0,7,0,0,2005,3,865,0,144,59,0,0,0,0,7,2006,1,2,221500
778,13350,0,0,1,5,5,1974,1974,1,0,3,4,1,1,0,0,864,0,0,894,0,1,0,1,0,3,1,1,5,1,0,1974,2,440,0,241,0,0,0,0,0,6,2006,0,0,142500
779,8400,0,2,1,5,5,1977,1977,0,0,7,4,4,3,2,4,0,0,0,2020,0,0,0,2,0,4,2,1,10,2,1,1977,2,630,0,0,0,0,0,0,0,10,2007,0,0,144000
780,10530,0,2,4,6,5,1977,1977,0,0,7,11,1,0,0,1,975,0,0,1004,0,1,0,1,0,2,1,1,4,0,0,1977,2,504,0,0,0,0,0,0,0,5,2006,0,0,135000
781,7875,0,0,1,7,5,1995,1996,0,0,3,3,0,0,1,0,1237,0,0,1253,0,0,0,2,0,3,1,1,6,1,0,1995,2,402,0,220,21,0,0,0,0,6,2007,0,0,176000
782,7153,0,0,0,6,5,1992,1992,0,0,0,0,0,0,0,0,761,0,0,810,793,0,0,2,1,3,1,0,7,0,0,1992,2,484,0,0,124,0,0,0,0,7,2006,0,0,175900
783,16285,0,0,1,7,5,2001,2002,0,0,0,0,0,0,0,0,1413,0,0,1430,0,0,0,2,0,3,1,0,6,0,0,2001,2,605,0,0,33,0,0,0,0,6,2009,0,0,187100
784,9101,2,0,4,5,6,1978,1978,0,0,7,4,0,0,0,3,1097,0,0,1110,0,1,0,1,0,1,1,0,4,1,0,1978,2,602,0,303,30,0,0,0,0,7,2009,0,0,165500
785,6300,0,0,6,6,6,1914,2001,0,0,2,2,1,1,0,0,742,0,0,742,742,0,0,2,0,3,1,1,9,1,4,NA,0,0,0,0,291,134,0,0,0,6,2008,0,0,128000
786,9790,0,0,1,6,5,1967,1967,0,0,4,5,1,1,0,0,1372,0,0,1342,0,0,0,2,0,3,1,1,7,1,0,1967,2,457,0,0,0,0,0,197,0,9,2009,0,0,161500
787,10800,0,0,2,5,6,1915,1950,0,0,1,1,0,4,0,0,686,0,0,966,686,1,0,2,0,4,1,1,7,0,1,1961,1,416,0,0,0,196,0,0,0,6,2010,0,0,139000
788,10142,0,0,0,7,5,2004,2004,0,0,0,0,0,0,0,0,956,0,0,956,1128,1,0,2,1,4,1,0,8,0,2,2004,2,618,0,0,45,0,0,0,0,1,2010,0,0,233000
789,6000,2,0,1,4,7,1954,2000,0,0,1,1,1,1,0,0,901,0,0,901,0,0,0,1,0,2,1,1,4,0,1,1954,1,281,0,0,0,0,0,0,0,8,2008,0,0,107900
790,12205,0,0,0,6,8,1966,2007,0,0,3,3,1,1,3,1,832,0,0,976,1111,0,0,2,1,5,1,0,9,0,0,1966,2,444,0,133,168,0,0,0,0,7,2007,0,0,187500
791,3182,0,3,1,7,5,2005,2006,0,0,0,0,0,0,0,0,1145,0,0,1145,0,0,0,2,0,2,1,0,5,1,0,2005,2,397,0,100,16,0,0,0,0,9,2009,0,0,160200
792,11333,2,0,5,6,5,1976,1976,0,0,3,3,0,0,0,3,1029,0,0,1062,0,1,0,1,0,3,1,1,5,2,0,1976,2,539,0,120,0,0,0,0,0,5,2007,0,0,146800
793,9920,3,0,0,7,5,1996,1997,0,0,1,1,0,0,0,3,1117,0,0,1127,886,1,0,2,1,3,1,1,8,1,0,1997,2,455,0,180,130,0,0,0,0,6,2007,0,0,269790
794,9158,0,0,1,8,5,2007,2007,0,0,6,6,0,0,0,3,1496,0,0,1496,0,0,0,2,0,3,1,0,7,0,0,2007,2,474,0,168,130,0,0,0,0,6,2007,1,2,225000
795,10832,2,0,0,7,5,1994,1996,0,0,1,1,0,0,0,0,712,0,0,1086,809,0,0,2,1,3,1,0,7,1,0,1994,2,409,0,143,46,0,0,0,0,10,2008,0,0,194500
796,8400,0,0,0,6,6,1980,1981,0,0,3,3,1,0,0,0,650,0,0,888,676,0,0,2,1,3,1,1,7,1,0,1980,2,476,0,0,50,0,0,204,0,4,2010,0,0,171000
797,8197,0,0,1,6,5,1977,1977,0,0,7,4,1,1,0,0,660,0,0,1285,0,0,0,1,1,3,1,1,7,1,0,1977,2,528,0,138,0,0,0,0,0,4,2007,0,0,143500
798,7677,0,0,1,5,5,1953,1953,0,0,0,0,1,1,0,0,773,0,0,773,0,0,0,1,0,2,1,1,4,0,0,1953,1,240,0,0,0,0,0,0,0,4,2008,0,1,110000
799,13518,0,0,0,9,5,2008,2009,1,0,0,0,0,2,0,0,1926,0,0,1966,1174,0,0,3,1,4,1,2,11,2,2,2009,3,820,0,144,78,0,0,0,0,7,2009,1,2,485000
800,7200,2,0,2,5,7,1937,1950,0,0,2,5,2,0,0,0,731,0,0,981,787,1,0,1,1,3,1,0,7,2,1,1939,1,240,0,0,0,264,0,0,0,6,2007,0,0,175000
801,12798,0,0,0,6,5,1997,1997,0,0,0,0,0,0,0,1,616,0,0,616,1072,1,0,2,1,4,1,0,8,0,0,1997,2,603,0,403,114,185,0,0,0,5,2008,0,0,200000
802,4800,0,0,1,4,7,1916,1990,0,0,1,1,1,1,0,0,1196,0,0,1196,0,1,0,1,0,2,1,1,5,0,1,1957,2,440,0,0,0,0,0,0,0,7,2007,0,0,109900
803,8199,0,0,0,7,5,2005,2005,0,0,5,2,0,0,0,3,728,0,0,728,728,1,0,2,1,3,1,0,7,1,0,2005,2,410,0,36,18,0,0,0,0,10,2008,0,0,189000
804,13891,0,0,0,9,5,2008,2009,1,0,0,0,0,2,0,1,1734,0,0,1734,1088,0,0,3,1,4,1,2,12,1,2,2009,3,1020,0,52,170,0,0,192,0,1,2009,1,2,582933
805,9000,0,0,1,5,5,1954,1954,0,0,2,5,1,1,0,0,936,0,0,1128,0,0,0,1,0,2,1,1,5,0,0,1954,1,286,0,0,0,0,0,0,0,6,2006,0,5,118000
806,12274,1,0,1,7,5,2008,2008,0,0,0,0,0,0,0,0,1417,0,0,1428,0,0,0,2,0,3,1,2,6,0,0,2008,2,554,0,0,60,0,0,0,0,7,2008,1,2,227680
807,9750,0,0,5,5,5,1967,1967,0,0,0,0,0,1,0,3,980,0,0,980,0,0,0,2,0,3,1,1,6,0,0,1967,1,384,0,68,0,0,0,0,0,10,2006,0,0,135500
808,21384,0,0,0,5,6,1923,2004,0,0,2,5,1,1,0,1,1324,0,0,1072,504,2,0,1,1,3,1,0,6,1,0,1923,2,528,0,0,312,0,0,0,0,5,2009,0,0,223500
809,13400,0,0,5,5,5,1966,1966,0,0,0,0,1,1,0,3,1024,0,0,1086,0,1,0,1,0,3,1,1,6,1,0,1966,2,484,0,0,0,0,0,0,0,6,2006,0,0,159950
810,8100,2,0,6,5,5,1898,1965,1,0,8,9,0,1,0,0,849,0,1,1075,1063,0,0,2,0,2,3,1,11,0,1,1910,2,360,1,40,156,0,0,0,0,11,2009,0,0,106000
811,10140,0,0,1,6,6,1974,1999,1,0,3,3,1,1,0,0,1040,0,0,1309,0,1,0,1,1,3,1,0,5,1,0,1974,2,484,0,265,0,0,0,0,648,1,2006,0,0,181000
812,4438,0,3,1,6,5,2004,2004,0,0,0,0,0,0,0,1,848,0,0,848,0,1,0,1,0,1,1,0,4,1,0,2004,2,420,0,140,0,0,0,0,0,6,2008,3,0,144500
813,8712,0,0,1,5,5,1952,1952,1,0,2,5,1,1,0,3,540,0,1,1044,0,0,0,1,0,2,1,3,4,0,5,1952,2,504,1,0,0,0,0,0,0,6,2010,0,4,55993
814,9750,0,0,1,6,6,1958,1958,0,0,1,1,1,1,0,0,1442,0,0,1442,0,0,0,1,1,4,1,1,7,0,0,1958,1,301,0,0,0,275,0,0,0,4,2007,2,0,157900
815,8248,0,0,2,5,7,1918,1950,0,0,9,8,2,1,0,0,686,1,0,686,564,0,1,1,1,3,1,3,7,0,1,1955,1,280,2,207,0,96,0,0,0,7,2006,0,0,116000
816,12137,3,0,1,7,5,1998,1998,0,0,0,0,0,0,0,0,1649,0,0,1661,0,0,0,2,0,3,1,0,6,0,0,1998,2,598,0,0,34,0,0,0,0,5,2010,0,0,224900
817,11425,2,0,1,5,6,1954,1954,0,0,4,7,1,1,0,0,1008,0,0,1008,0,0,0,1,0,2,1,1,4,1,0,1954,1,275,0,0,0,120,0,0,0,7,2006,0,0,137000
818,13265,3,0,1,8,5,2002,2002,1,0,6,6,0,0,0,0,1568,0,0,1689,0,1,0,2,0,3,1,0,7,2,0,2002,3,857,0,150,59,0,0,0,0,7,2008,0,0,271000
819,8816,0,0,5,6,7,1971,1971,0,0,3,3,1,1,0,3,1010,0,0,1052,0,1,0,1,0,3,1,1,6,0,0,1971,2,440,0,0,0,0,0,0,0,6,2010,0,0,155000
820,6371,0,3,1,7,5,2009,2010,0,0,0,0,0,0,0,2,1358,0,0,1358,0,1,0,2,0,2,1,0,6,1,0,2010,2,484,0,192,35,0,0,0,0,6,2010,1,2,224000
821,7226,3,0,0,7,5,2003,2003,0,0,0,0,0,0,0,0,798,0,0,798,842,0,0,2,1,3,1,0,6,0,0,2003,2,595,0,0,45,0,0,0,0,6,2008,0,0,183000
822,6000,0,1,1,4,4,1953,1953,0,0,1,1,1,4,0,0,936,0,1,936,0,0,0,1,0,2,1,1,4,0,1,1974,2,576,0,0,32,112,0,0,0,2,2009,0,0,93000
823,12394,2,0,0,7,5,2003,2003,0,0,0,0,0,0,0,1,847,0,0,847,886,0,0,2,1,3,1,0,7,1,2,2003,2,433,0,100,48,0,0,0,0,10,2007,0,5,225000
824,9900,0,0,2,6,7,1940,1950,0,0,0,0,2,1,0,0,778,0,0,944,545,0,0,2,0,3,1,1,7,1,1,1940,1,240,0,335,0,0,0,0,0,7,2009,0,0,139500
825,11216,0,0,1,8,5,2006,2006,0,0,0,0,0,0,1,0,1489,0,0,1489,0,0,0,2,0,3,1,0,7,1,0,2006,2,776,0,0,140,0,0,0,0,6,2006,1,2,232600
826,14803,0,0,1,10,5,2007,2008,1,0,6,6,0,2,0,3,2078,0,0,2084,0,1,0,2,0,2,1,2,7,1,0,2007,3,1220,0,188,45,0,0,0,0,6,2008,1,2,385000
827,6130,0,0,3,5,6,1924,1950,0,0,1,1,2,1,0,0,784,0,0,784,0,1,0,1,0,2,1,0,5,0,4,NA,0,0,0,0,0,116,0,0,0,5,2008,0,0,109500
828,8529,0,0,1,7,5,2001,2001,0,0,0,0,0,0,0,0,1454,0,0,1434,0,0,0,2,0,3,1,0,6,1,0,2001,2,527,0,290,39,0,0,0,0,4,2009,0,0,189000
829,28698,3,0,0,5,5,1967,1967,4,5,7,4,0,1,1,1,1013,0,0,1160,966,0,1,2,1,3,1,1,7,0,0,1967,2,538,0,486,0,0,0,225,0,6,2009,0,1,185000
830,2544,0,4,0,7,5,2005,2005,0,0,1,1,0,0,0,0,600,0,0,520,623,0,0,2,1,2,1,0,4,0,1,2005,2,480,0,0,166,0,0,0,0,7,2006,0,0,147400
831,11900,2,0,1,6,5,1957,1957,0,0,3,3,1,1,0,0,1392,0,0,1392,0,1,0,1,1,3,1,1,6,2,0,1957,2,458,0,0,0,0,0,192,0,6,2008,0,0,166000
832,3180,0,3,0,7,5,2005,2005,0,0,1,1,0,0,0,0,600,0,0,520,600,0,0,2,1,2,1,0,4,0,1,2005,2,480,0,0,166,0,0,0,0,6,2006,0,0,151000
833,9548,3,0,0,7,6,2003,2003,0,0,0,0,0,0,0,0,941,0,0,941,888,1,0,2,1,3,1,0,7,1,0,2003,2,613,0,192,39,0,0,0,0,1,2010,0,0,237000
834,10004,0,0,1,6,6,1964,1964,0,0,3,4,1,1,0,0,1516,0,0,1516,0,0,0,1,1,3,1,1,6,0,0,1964,2,472,0,0,0,0,0,152,0,2,2009,0,0,167000
835,7875,0,0,1,5,6,1961,1961,0,0,0,0,1,1,0,0,1144,0,0,1144,0,1,0,1,0,3,1,1,6,0,0,1961,2,456,0,0,0,0,0,0,0,9,2008,0,0,139950
836,9600,0,0,1,4,7,1950,1995,0,0,0,3,1,0,0,0,1067,0,0,1067,0,0,0,2,0,2,1,0,4,0,0,1996,2,436,0,290,0,0,0,0,0,2,2010,0,0,128000
837,8100,0,0,1,5,6,1948,1973,0,0,0,0,2,1,0,0,1559,0,0,1559,0,1,0,1,0,2,1,1,5,0,1,1948,2,812,0,0,116,230,0,0,0,6,2007,2,0,153500
838,1680,0,4,0,6,5,1973,1973,0,0,3,3,1,1,0,0,483,0,0,483,504,1,0,1,1,2,1,1,5,0,1,1973,1,264,0,0,0,0,0,0,0,11,2008,0,0,100000
839,9525,0,0,1,5,6,1995,2006,0,0,0,0,0,0,0,0,1099,0,0,1099,0,0,0,1,1,3,1,0,6,0,0,1999,1,352,0,278,0,0,0,0,0,6,2008,0,0,144000
840,11767,0,0,2,5,6,1946,1995,0,0,1,1,1,1,0,0,768,0,0,768,432,0,0,1,0,3,1,1,6,0,1,1946,1,240,0,0,0,0,0,0,0,5,2008,0,0,130500
841,12155,0,0,0,6,8,1925,1950,0,0,2,5,2,1,0,0,672,0,1,810,672,0,0,2,0,4,1,3,7,0,1,1934,1,400,2,0,0,254,0,0,0,3,2008,0,0,140000
842,10440,0,0,0,5,8,1904,2002,0,0,1,1,0,1,0,0,650,0,0,958,581,0,0,2,0,3,1,0,8,1,1,1983,2,686,2,70,78,68,0,0,0,6,2008,0,0,157500
843,9020,0,0,5,6,7,1966,1966,0,0,3,3,1,1,0,1,1127,0,0,1165,0,1,0,1,1,3,1,1,6,0,0,1966,2,490,0,0,129,0,0,0,0,5,2008,0,0,174900
844,8000,2,2,1,5,4,1961,1961,0,0,4,7,1,1,0,0,1800,0,1,1800,0,0,0,2,0,6,2,1,10,0,4,NA,0,0,0,0,0,0,0,0,0,7,2007,0,0,141000
845,12665,0,0,2,5,8,1915,1950,0,0,2,5,2,1,0,2,876,0,0,876,540,0,0,1,1,4,1,1,7,1,1,1949,3,720,0,418,0,194,0,0,0,6,2008,0,0,153900
846,16647,3,0,4,5,5,1975,1981,0,0,3,3,1,0,0,1,1390,0,0,1701,0,1,0,2,0,3,1,1,6,2,5,1975,2,611,0,0,0,0,0,0,0,1,2007,0,0,171000
847,9317,0,0,0,7,5,1993,1993,0,0,3,3,0,0,0,0,740,0,0,1006,769,1,0,2,1,3,1,0,7,1,0,1993,2,425,0,234,72,192,0,0,0,7,2009,0,0,213000
848,15523,3,0,1,5,6,1972,1972,0,0,3,4,1,1,0,3,864,0,0,864,0,1,0,1,0,3,1,1,5,1,0,1972,1,338,0,0,0,0,0,0,0,8,2009,0,0,133500
849,45600,0,0,2,6,8,1908,1997,0,0,2,5,2,1,0,0,907,0,0,1307,1051,0,0,3,0,5,1,1,10,1,1,1908,2,360,0,486,40,0,0,175,0,9,2008,0,0,240000
850,9600,1,0,5,6,7,1976,1994,1,0,7,4,1,1,0,0,528,0,0,1094,761,0,0,2,1,3,1,1,7,1,0,1976,2,512,0,113,100,0,0,0,0,8,2007,0,0,187000
851,4435,0,3,1,6,5,2003,2003,0,0,0,0,0,0,0,3,848,0,0,848,0,1,0,1,0,1,1,0,3,0,0,2003,2,420,0,140,0,0,0,0,0,11,2007,0,0,131500
852,3196,0,3,1,8,5,2003,2003,0,0,0,0,0,0,0,1,1273,0,0,1456,0,0,0,2,0,2,1,0,7,1,0,2003,2,400,0,143,20,0,0,0,0,5,2006,0,0,215000
853,7128,0,0,6,7,5,1941,1950,0,0,1,1,1,1,0,0,918,0,0,918,728,0,0,2,0,4,1,1,7,2,1,1941,1,240,0,0,0,0,0,126,0,8,2007,0,0,164000
854,12095,2,0,5,6,6,1964,1964,0,0,1,3,1,1,0,1,1127,0,0,1445,0,0,0,1,1,3,1,1,7,1,0,1964,2,645,0,180,0,0,0,0,0,8,2009,0,0,158000
855,17920,0,0,1,5,4,1955,1974,1,0,2,4,1,1,0,2,1763,0,0,1779,0,1,0,1,1,3,1,1,6,1,0,1955,2,454,0,0,418,0,0,312,0,7,2006,0,1,170000
856,6897,2,0,1,5,8,1962,2010,0,0,3,3,1,1,0,0,1040,0,0,1040,0,1,0,1,1,3,1,1,6,0,1,1962,1,260,0,0,104,0,0,0,0,4,2010,0,0,127000
857,10970,0,0,5,6,6,1978,1978,0,0,7,3,1,0,1,1,940,0,0,1026,0,1,0,1,0,3,1,1,5,0,1,1981,2,576,0,0,0,34,0,0,0,10,2008,0,0,147000
858,8125,0,0,0,6,5,1994,1995,0,0,3,3,0,0,0,0,702,0,0,702,779,0,0,2,1,3,1,1,6,1,0,1994,2,343,0,0,36,0,0,0,0,3,2009,0,0,174000
